"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260707,2026-07-07,099741,CME ,00,099 ,  794833,  223430,  239657,   27201,  460669,  470693,  711300,  737551,   83533,   57282,  794833,  223430,  239657,   27201,  460669,  470693,  711300,  737551,   83533,   57282,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4757,  -12228,    5098,    1724,   12196,   -2459,    1692,    4363,    3065,     394,  100.0,   28.1,   30.2,    3.4,   58.0,   59.2,   89.5,   92.8,   10.5,    7.2,  100.0,   28.1,   30.2,    3.4,   58.0,   59.2,   89.5,   92.8,   10.5,    7.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    329,     84,     59,     30,    132,    100,    228,    178,    329,     84,     59,     30,    132,    100,    228,    178,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    42.8,    26.0,    51.9,    15.0,    42.8,    24.8,    51.2,    16.1,    42.8,    26.0,    51.9,    15.0,    42.8,    24.8,    51.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260630,2026-06-30,099741,CME ,00,099 ,  790076,  235658,  234559,   25477,  448473,  473152,  709608,  733188,   80468,   56888,  790076,  235658,  234559,   25477,  448473,  473152,  709608,  733188,   80468,   56888,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4599,  -11674,   17385,     506,   16636,  -15868,    5468,    2023,    -869,    2576,  100.0,   29.8,   29.7,    3.2,   56.8,   59.9,   89.8,   92.8,   10.2,    7.2,  100.0,   29.8,   29.7,    3.2,   56.8,   59.9,   89.8,   92.8,   10.2,    7.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    341,     80,     72,     33,    134,    106,    229,    197,    341,     80,     72,     33,    134,    106,    229,    197,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    42.6,    26.7,    51.4,    15.0,    42.6,    25.5,    50.7,    16.1,    42.6,    26.7,    51.4,    15.0,    42.6,    25.5,    50.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260623,2026-06-23,099741,CME ,00,099 ,  785477,  247332,  217174,   24971,  431837,  489020,  704140,  731165,   81337,   54312,  785477,  247332,  217174,   24971,  431837,  489020,  704140,  731165,   81337,   54312,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0, -109194,   19327,   23522,    1871,    2358,   -2348,   23556,   23045, -132750, -132239,  100.0,   31.5,   27.6,    3.2,   55.0,   62.3,   89.6,   93.1,   10.4,    6.9,  100.0,   31.5,   27.6,    3.2,   55.0,   62.3,   89.6,   93.1,   10.4,    6.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    337,     89,     60,     32,    134,    107,    234,    188,    337,     89,     60,     32,    134,    107,    234,    188,      0,      0,      0,      0,      0,      0,      0,      0,    16.3,    42.4,    26.9,    51.8,    15.4,    42.3,    26.0,    51.6,    16.3,    42.4,    26.9,    51.8,    15.4,    42.3,    26.0,    51.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260616,2026-06-16,099741,CME ,00,099 ,  894671,  228005,  193652,   23100,  429479,  491368,  680584,  708120,  214087,  186551,  894671,  228005,  193652,   23100,  429479,  491368,  680584,  708120,  214087,  186551,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   23164,    8441,  -11980,  -27085,  -81880,  -58076, -100524,  -97141,  123688,  120305,  100.0,   25.5,   21.6,    2.6,   48.0,   54.9,   76.1,   79.1,   23.9,   20.9,  100.0,   25.5,   21.6,    2.6,   48.0,   54.9,   76.1,   79.1,   23.9,   20.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    316,     77,     54,     29,    137,    101,    224,    174,    316,     77,     54,     29,    137,    101,    224,    174,      0,      0,      0,      0,      0,      0,      0,      0,    14.3,    40.0,    22.5,    48.0,    13.6,    40.0,    21.8,    47.5,    14.3,    40.0,    22.5,    48.0,    13.6,    40.0,    21.8,    47.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260609,2026-06-09,099741,CME ,00,099 ,  871507,  219564,  205632,   50185,  511359,  549444,  781108,  805261,   90399,   66246,  871507,  219564,  205632,   50185,  511359,  549444,  781108,  805261,   90399,   66246,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   29083,  -15878,   19056,    9426,   31675,     364,   25223,   28846,    3860,     237,  100.0,   25.2,   23.6,    5.8,   58.7,   63.0,   89.6,   92.4,   10.4,    7.6,  100.0,   25.2,   23.6,    5.8,   58.7,   63.0,   89.6,   92.4,   10.4,    7.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    327,     79,     63,     38,    140,    105,    238,    188,    327,     79,     63,     38,    140,    105,    238,    188,      0,      0,      0,      0,      0,      0,      0,      0,    14.7,    48.3,    24.5,    58.1,    14.0,    45.8,    22.9,    53.6,    14.7,    48.3,    24.5,    58.1,    14.0,    45.8,    22.9,    53.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260602,2026-06-02,099741,CME ,00,099 ,  842424,  235442,  186576,   40759,  479684,  549080,  755885,  776415,   86539,   66009,  842424,  235442,  186576,   40759,  479684,  549080,  755885,  776415,   86539,   66009,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   18200,   12387,   -7053,   -1711,    9798,   13670,   20474,    4906,   -2274,   13294,  100.0,   27.9,   22.1,    4.8,   56.9,   65.2,   89.7,   92.2,   10.3,    7.8,  100.0,   27.9,   22.1,    4.8,   56.9,   65.2,   89.7,   92.2,   10.3,    7.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    321,     84,     55,     35,    142,    102,    238,    180,    321,     84,     55,     35,    142,    102,    238,    180,      0,      0,      0,      0,      0,      0,      0,      0,    14.8,    47.7,    24.5,    58.1,    14.0,    46.0,    22.9,    54.7,    14.8,    47.7,    24.5,    58.1,    14.0,    46.0,    22.9,    54.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260526,2026-05-26,099741,CME ,00,099 ,  824224,  223055,  193629,   42470,  469886,  535410,  735411,  771509,   88813,   52715,  824224,  223055,  193629,   42470,  469886,  535410,  735411,  771509,   88813,   52715,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1795,  -10196,   -6109,    7237,   -1567,   -2578,   -4526,   -1450,    2731,    -345,  100.0,   27.1,   23.5,    5.2,   57.0,   65.0,   89.2,   93.6,   10.8,    6.4,  100.0,   27.1,   23.5,    5.2,   57.0,   65.0,   89.2,   93.6,   10.8,    6.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    324,     86,     55,     34,    142,    100,    237,    180,    324,     86,     55,     34,    142,    100,    237,    180,      0,      0,      0,      0,      0,      0,      0,      0,    15.1,    47.3,    24.1,    58.3,    14.4,    46.2,    23.3,    55.6,    15.1,    47.3,    24.1,    58.3,    14.4,    46.2,    23.3,    55.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,099741,CME ,00,099 ,  826019,  233251,  199738,   35233,  471453,  537988,  739937,  772959,   86082,   53060,  826019,  233251,  199738,   35233,  471453,  537988,  739937,  772959,   86082,   53060,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -3358,    9249,   15936,    3118,  -13929,  -26448,   -1562,   -7394,   -1796,    4036,  100.0,   28.2,   24.2,    4.3,   57.1,   65.1,   89.6,   93.6,   10.4,    6.4,  100.0,   28.2,   24.2,    4.3,   57.1,   65.1,   89.6,   93.6,   10.4,    6.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    321,     87,     53,     33,    139,     96,    238,    171,    321,     87,     53,     33,    139,     96,    238,    171,      0,      0,      0,      0,      0,      0,      0,      0,    15.0,    48.0,    24.0,    59.7,    14.4,    47.2,    23.4,    57.3,    15.0,    48.0,    24.0,    59.7,    14.4,    47.2,    23.4,    57.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260512,2026-05-12,099741,CME ,00,099 ,  829377,  224002,  183802,   32115,  485382,  564436,  741499,  780353,   87878,   49024,  829377,  224002,  183802,   32115,  485382,  564436,  741499,  780353,   87878,   49024,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   13435,    6528,   -1470,    2689,    4496,   10171,   13713,   11390,    -278,    2045,  100.0,   27.0,   22.2,    3.9,   58.5,   68.1,   89.4,   94.1,   10.6,    5.9,  100.0,   27.0,   22.2,    3.9,   58.5,   68.1,   89.4,   94.1,   10.6,    5.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    316,     84,     46,     31,    142,     99,    237,    165,    316,     84,     46,     31,    142,     99,    237,    165,      0,      0,      0,      0,      0,      0,      0,      0,    15.1,    50.0,    24.1,    61.7,    14.6,    49.2,    23.5,    59.9,    15.1,    50.0,    24.1,    61.7,    14.6,    49.2,    23.5,    59.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,099741,CME ,00,099 ,  815942,  217474,  185272,   29426,  480886,  554265,  727786,  768963,   88156,   46979,  815942,  217474,  185272,   29426,  480886,  554265,  727786,  768963,   88156,   46979,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   14512,     383,    3893,    1360,   11171,    9413,   12914,   14666,    1598,    -154,  100.0,   26.7,   22.7,    3.6,   58.9,   67.9,   89.2,   94.2,   10.8,    5.8,  100.0,   26.7,   22.7,    3.6,   58.9,   67.9,   89.2,   94.2,   10.8,    5.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    309,     81,     44,     29,    140,    100,    231,    163,    309,     81,     44,     29,    140,    100,    231,    163,      0,      0,      0,      0,      0,      0,      0,      0,    15.6,    48.9,    24.7,    60.7,    15.0,    48.1,    23.9,    59.0,    15.6,    48.9,    24.7,    60.7,    15.0,    48.1,    23.9,    59.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,099741,CME ,00,099 ,  801430,  217091,  181379,   28066,  469715,  544852,  714872,  754297,   86558,   47133,  801430,  217091,  181379,   28066,  469715,  544852,  714872,  754297,   86558,   47133,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   10808,    -316,    5296,    1499,    9871,    1345,   11054,    8140,    -246,    2668,  100.0,   27.1,   22.6,    3.5,   58.6,   68.0,   89.2,   94.1,   10.8,    5.9,  100.0,   27.1,   22.6,    3.5,   58.6,   68.0,   89.2,   94.1,   10.8,    5.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    310,     78,     50,     34,    140,     96,    233,    165,    310,     78,     50,     34,    140,     96,    233,    165,      0,      0,      0,      0,      0,      0,      0,      0,    15.9,    49.9,    25.4,    61.9,    15.4,    49.8,    24.7,    61.1,    15.9,    49.9,    25.4,    61.9,    15.4,    49.8,    24.7,    61.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,099741,CME ,00,099 ,  790622,  217407,  176083,   26567,  459844,  543507,  703818,  746157,   86804,   44465,  790622,  217407,  176083,   26567,  459844,  543507,  703818,  746157,   86804,   44465,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1794,    2768,  -12538,    2470,   -5401,   15730,    -163,    5662,    1957,   -3868,  100.0,   27.5,   22.3,    3.4,   58.2,   68.7,   89.0,   94.4,   11.0,    5.6,  100.0,   27.5,   22.3,    3.4,   58.2,   68.7,   89.0,   94.4,   11.0,    5.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    313,     83,     48,     34,    140,     97,    235,    167,    313,     83,     48,     34,    140,     97,    235,    167,      0,      0,      0,      0,      0,      0,      0,      0,    16.0,    49.7,    25.6,    61.9,    15.5,    49.6,    25.0,    61.5,    16.0,    49.7,    25.6,    61.9,    15.5,    49.6,    25.0,    61.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260414,2026-04-14,099741,CME ,00,099 ,  788828,  214639,  188621,   24097,  465245,  527777,  703981,  740495,   84847,   48333,  788828,  214639,  188621,   24097,  465245,  527777,  703981,  740495,   84847,   48333,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   13785,   13693,  -19866,    -216,     499,   29881,   13976,    9799,    -191,    3986,  100.0,   27.2,   23.9,    3.1,   59.0,   66.9,   89.2,   93.9,   10.8,    6.1,  100.0,   27.2,   23.9,    3.1,   59.0,   66.9,   89.2,   93.9,   10.8,    6.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    309,     77,     49,     31,    140,     98,    229,    166,    309,     77,     49,     31,    140,     98,    229,    166,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    47.3,    26.3,    59.4,    15.6,    47.2,    25.7,    59.2,    16.1,    47.3,    26.3,    59.4,    15.6,    47.2,    25.7,    59.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260407,2026-04-07,099741,CME ,00,099 ,  775043,  200946,  208487,   24313,  464746,  497896,  690005,  730696,   85038,   44347,  775043,  200946,  208487,   24313,  464746,  497896,  690005,  730696,   85038,   44347,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     806,     778,    8826,   -4130,    2409,   -1432,    -943,    3264,    1749,   -2458,  100.0,   25.9,   26.9,    3.1,   60.0,   64.2,   89.0,   94.3,   11.0,    5.7,  100.0,   25.9,   26.9,    3.1,   60.0,   64.2,   89.0,   94.3,   11.0,    5.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    302,     77,     45,     30,    138,     96,    225,    161,    302,     77,     45,     30,    138,     96,    225,    161,      0,      0,      0,      0,      0,      0,      0,      0,    16.4,    48.4,    25.7,    59.3,    15.7,    48.2,    25.0,    58.4,    16.4,    48.4,    25.7,    59.3,    15.7,    48.2,    25.0,    58.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260331,2026-03-31,099741,CME ,00,099 ,  774237,  200168,  199661,   28443,  462337,  499328,  690948,  727432,   83289,   46805,  774237,  200168,  199661,   28443,  462337,  499328,  690948,  727432,   83289,   46805,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9546,     143,    8915,   -7133,   18219,    8452,   11229,   10234,   -1683,    -688,  100.0,   25.9,   25.8,    3.7,   59.7,   64.5,   89.2,   94.0,   10.8,    6.0,  100.0,   25.9,   25.8,    3.7,   59.7,   64.5,   89.2,   94.0,   10.8,    6.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    309,     79,     53,     32,    137,     94,    230,    165,    309,     79,     53,     32,    137,     94,    230,    165,      0,      0,      0,      0,      0,      0,      0,      0,    16.2,    48.7,    26.0,    59.1,    15.5,    48.5,    25.3,    57.7,    16.2,    48.7,    26.0,    59.1,    15.5,    48.5,    25.3,    57.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,099741,CME ,00,099 ,  764691,  200025,  190746,   35576,  444118,  490876,  679719,  717198,   84972,   47493,  764691,  200025,  190746,   35576,  444118,  490876,  679719,  717198,   84972,   47493,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    8902,  -12861,   -1008,   13525,    8988,   -2687,    9652,    9830,    -750,    -928,  100.0,   26.2,   24.9,    4.7,   58.1,   64.2,   88.9,   93.8,   11.1,    6.2,  100.0,   26.2,   24.9,    4.7,   58.1,   64.2,   88.9,   93.8,   11.1,    6.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    309,     77,     52,     27,    134,     94,    220,    164,    309,     77,     52,     27,    134,     94,    220,    164,      0,      0,      0,      0,      0,      0,      0,      0,    16.9,    49.8,    27.3,    60.4,    16.2,    49.3,    26.0,    59.8,    16.9,    49.8,    27.3,    60.4,    16.2,    49.3,    26.0,    59.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,099741,CME ,00,099 ,  755789,  212886,  191754,   22051,  435130,  493563,  670067,  707368,   85722,   48421,  755789,  212886,  191754,   22051,  435130,  493563,  670067,  707368,   85722,   48421,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0, -213585,  -52800,   31212,  -37127, -115157, -202143, -205084, -208058,   -8501,   -5527,  100.0,   28.2,   25.4,    2.9,   57.6,   65.3,   88.7,   93.6,   11.3,    6.4,  100.0,   28.2,   25.4,    2.9,   57.6,   65.3,   88.7,   93.6,   11.3,    6.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    313,     79,     52,     29,    135,     95,    226,    164,    313,     79,     52,     29,    135,     95,    226,    164,      0,      0,      0,      0,      0,      0,      0,      0,    17.1,    49.5,    27.6,    60.1,    16.4,    49.2,    26.6,    59.7,    17.1,    49.5,    27.6,    60.1,    16.4,    49.2,    26.6,    59.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,099741,CME ,00,099 ,  969374,  265686,  160542,   59178,  550287,  695706,  875151,  915426,   94223,   53948,  969374,  265686,  160542,   59178,  550287,  695706,  875151,  915426,   94223,   53948,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   56085,  -28900,    2454,   18114,   64574,   25400,   53788,   45968,    2297,   10117,  100.0,   27.4,   16.6,    6.1,   56.8,   71.8,   90.3,   94.4,    9.7,    5.6,  100.0,   27.4,   16.6,    6.1,   56.8,   71.8,   90.3,   94.4,    9.7,    5.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    306,     84,     46,     36,    137,     99,    232,    170,    306,     84,     46,     36,    137,     99,    232,    170,      0,      0,      0,      0,      0,      0,      0,      0,    16.4,    48.2,    28.1,    62.6,    15.3,    48.2,    25.4,    57.8,    16.4,    48.2,    28.1,    62.6,    15.3,    48.2,    25.4,    57.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,099741,CME ,00,099 ,  913289,  294586,  158088,   41064,  485713,  670306,  821363,  869458,   91926,   43831,  913289,  294586,  158088,   41064,  485713,  670306,  821363,  869458,   91926,   43831,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2002,    -287,   20071,   16030,  -12331,  -38641,    3412,   -2540,   -1410,    4542,  100.0,   32.3,   17.3,    4.5,   53.2,   73.4,   89.9,   95.2,   10.1,    4.8,  100.0,   32.3,   17.3,    4.5,   53.2,   73.4,   89.9,   95.2,   10.1,    4.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    315,     88,     41,     34,    142,     93,    242,    156,    315,     88,     41,     34,    142,     93,    242,    156,      0,      0,      0,      0,      0,      0,      0,      0,    17.6,    54.8,    29.3,    65.9,    17.0,    53.6,    28.4,    64.1,    17.6,    54.8,    29.3,    65.9,    17.0,    53.6,    28.4,    64.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,099741,CME ,00,099 ,  911287,  294873,  138017,   25034,  498044,  708947,  817951,  871998,   93336,   39289,  911287,  294873,  138017,   25034,  498044,  708947,  817951,  871998,   93336,   39289,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5526,  -16676,     948,    3662,   10825,   -5949,   -2189,   -1339,   -3337,   -4187,  100.0,   32.4,   15.1,    2.7,   54.7,   77.8,   89.8,   95.7,   10.2,    4.3,  100.0,   32.4,   15.1,    2.7,   54.7,   77.8,   89.8,   95.7,   10.2,    4.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    319,     94,     36,     29,    143,     94,    248,    149,    319,     94,     36,     29,    143,     94,    248,    149,      0,      0,      0,      0,      0,      0,      0,      0,    18.5,    58.5,    29.4,    70.2,    17.8,    57.7,    28.5,    68.4,    18.5,    58.5,    29.4,    70.2,    17.8,    57.7,    28.5,    68.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
